"season"	"county"	"common_name"	"number_seen"	"total_number_seen"	"percentage_of_total"
"1182"	"Winter"	"douglas"	"Rock Pigeon"	12969	380840	3
"1183"	"Winter"	"gilliam"	"American Coot"	14375	89348	16
"1184"	"Winter"	"gilliam"	"Ring-necked Duck"	9810	89348	11
"1185"	"Winter"	"gilliam"	"Lesser Scaup"	8711	89348	10
"1186"	"Winter"	"gilliam"	"California Gull"	6139	89348	7
"1187"	"Winter"	"gilliam"	"Common Goldeneye"	6118	89348	7
"1188"	"Winter"	"gilliam"	"Canada Goose"	4166	89348	5
"1189"	"Winter"	"gilliam"	"European Starling"	4100	89348	5
"1190"	"Winter"	"gilliam"	"Mallard"	4671	89348	5
"1191"	"Winter"	"gilliam"	"Greater Scaup"	3347	89348	4
"1192"	"Winter"	"gilliam"	"Rock Pigeon"	2542	89348	3
"1193"	"Winter"	"grant"	"Dark-eyed Junco"	5548	43446	13
"1194"	"Winter"	"grant"	"Canada Goose"	4814	43446	11
"1195"	"Winter"	"grant"	"American Robin"	4245	43446	10
"1196"	"Winter"	"grant"	"European Starling"	4190	43446	10
"1197"	"Winter"	"grant"	"Mallard"	1813	43446	4
"1198"	"Winter"	"grant"	"Red-winged Blackbird"	1896	43446	4
"1199"	"Winter"	"grant"	"Wild Turkey"	1735	43446	4
"1200"	"Winter"	"grant"	"Black-billed Magpie"	1166	43446	3
"1201"	"Winter"	"grant"	"California Quail"	1403	43446	3
"1202"	"Winter"	"grant"	"Common Raven"	1180	43446	3
"1203"	"Winter"	"harney"	"Northern Pintail"	54203	414893	13
"1204"	"Winter"	"harney"	"Ross's Goose"	55415	414893	13
"1205"	"Winter"	"harney"	"Snow Goose"	54144	414893	13
"1206"	"Winter"	"harney"	"Canada Goose"	43265	414893	10
"1207"	"Winter"	"harney"	"California Quail"	21218	414893	5
"1208"	"Winter"	"harney"	"European Starling"	21698	414893	5
"1209"	"Winter"	"harney"	"Mallard"	15079	414893	4
"1210"	"Winter"	"harney"	"American Robin"	13251	414893	3
"1211"	"Winter"	"harney"	"Sandhill Crane"	10995	414893	3
"1212"	"Winter"	"harney"	"American Wigeon"	7206	414893	2
"1213"	"Winter"	"hood river"	"American Coot"	44803	158404	28
"1214"	"Winter"	"hood river"	"Lesser Scaup"	15357	158404	10
"1215"	"Winter"	"hood river"	"Canada Goose"	11037	158404	7
"1216"	"Winter"	"hood river"	"American Wigeon"	7859	158404	5
"1217"	"Winter"	"hood river"	"Bufflehead"	5554	158404	4
"1218"	"Winter"	"hood river"	"Dark-eyed Junco"	5558	158404	4
"1219"	"Winter"	"hood river"	"European Starling"	4636	158404	3
"1220"	"Winter"	"hood river"	"Greater Scaup"	4418	158404	3
"1221"	"Winter"	"hood river"	"Ring-necked Duck"	5030	158404	3
"1222"	"Winter"	"hood river"	"American Crow"	2988	158404	2
"1223"	"Winter"	"jackson"	"American Robin"	130796	1292577	10
"1224"	"Winter"	"jackson"	"European Starling"	89400	1292577	7
"1225"	"Winter"	"jackson"	"Canada Goose"	79844	1292577	6
"1226"	"Winter"	"jackson"	"Dark-eyed Junco"	74291	1292577	6
"1227"	"Winter"	"jackson"	"Red-winged Blackbird"	76295	1292577	6
"1228"	"Winter"	"jackson"	"Golden-crowned Sparrow"	62256	1292577	5
"1229"	"Winter"	"jackson"	"American Wigeon"	43244	1292577	3
"1230"	"Winter"	"jackson"	"Brewer's Blackbird"	33705	1292577	3
"1231"	"Winter"	"jackson"	"Lesser Goldfinch"	37496	1292577	3
"1232"	"Winter"	"jackson"	"Mallard"	41157	1292577	3
"1233"	"Winter"	"jefferson"	"Canada Goose"	45240	187818	24
"1234"	"Winter"	"jefferson"	"European Starling"	24674	187818	13
"1235"	"Winter"	"jefferson"	"American Robin"	14822	187818	8
"1236"	"Winter"	"jefferson"	"Mallard"	12628	187818	7
"1237"	"Winter"	"jefferson"	"Horned Lark"	9881	187818	5
"1238"	"Winter"	"jefferson"	"Brewer's Blackbird"	6816	187818	4
"1239"	"Winter"	"jefferson"	"Dark-eyed Junco"	5829	187818	3
"1240"	"Winter"	"jefferson"	"American Coot"	3885	187818	2
"1241"	"Winter"	"jefferson"	"Bufflehead"	3586	187818	2
"1242"	"Winter"	"jefferson"	"Eurasian Collared-Dove"	2978	187818	2
"1243"	"Winter"	"josephine"	"Canada Goose"	39194	351074	11
"1244"	"Winter"	"josephine"	"American Robin"	33294	351074	9
"1245"	"Winter"	"josephine"	"Dark-eyed Junco"	32978	351074	9
"1246"	"Winter"	"josephine"	"American Coot"	19696	351074	6
"1247"	"Winter"	"josephine"	"Mallard"	16863	351074	5
"1248"	"Winter"	"josephine"	"American Crow"	14133	351074	4
"1249"	"Winter"	"josephine"	"American Wigeon"	12510	351074	4
"1250"	"Winter"	"josephine"	"European Starling"	15133	351074	4
"1251"	"Winter"	"josephine"	"Rock Pigeon"	9393	351074	3
"1252"	"Winter"	"josephine"	"Black-capped Chickadee"	6245	351074	2
"1253"	"Winter"	"klamath"	"Greater White-fronted Goose"	237310	1871565	13
"1254"	"Winter"	"klamath"	"Snow Goose"	212795	1871565	11
"1255"	"Winter"	"klamath"	"Tundra Swan"	208126	1871565	11
"1256"	"Winter"	"klamath"	"Northern Pintail"	142646	1871565	8
"1257"	"Winter"	"klamath"	"Northern Shoveler"	117899	1871565	6
"1258"	"Winter"	"klamath"	"Ruddy Duck"	105550	1871565	6
"1259"	"Winter"	"klamath"	"American Wigeon"	87543	1871565	5
"1260"	"Winter"	"klamath"	"Canada Goose"	71154	1871565	4
"1261"	"Winter"	"klamath"	"Red-winged Blackbird"	76975	1871565	4
"1262"	"Winter"	"klamath"	"American Coot"	48419	1871565	3
"1263"	"Winter"	"lake"	"Snow Goose"	193224	325951	59
"1264"	"Winter"	"lake"	"Northern Pintail"	23830	325951	7
"1265"	"Winter"	"lake"	"Tundra Swan"	19923	325951	6
"1266"	"Winter"	"lake"	"Greater White-fronted Goose"	9647	325951	3
"1267"	"Winter"	"lake"	"American Coot"	6243	325951	2
"1268"	"Winter"	"lake"	"Canada Goose"	6405	325951	2
"1269"	"Winter"	"lake"	"American Robin"	3282	325951	1
"1270"	"Winter"	"lake"	"American Wigeon"	2927	325951	1
"1271"	"Winter"	"lake"	"Bufflehead"	4819	325951	1
"1272"	"Winter"	"lake"	"Canvasback"	2462	325951	1
"1273"	"Winter"	"lane"	"Cackling Goose"	2035115	6513007	31
"1274"	"Winter"	"lane"	"European Starling"	1150239	6513007	18
"1275"	"Winter"	"lane"	"Dunlin"	299717	6513007	5
"1276"	"Winter"	"lane"	"American Robin"	196771	6513007	3
"1277"	"Winter"	"lane"	"Canada Goose"	227536	6513007	3
"1278"	"Winter"	"lane"	"American Coot"	134487	6513007	2
"1279"	"Winter"	"lane"	"American Crow"	107423	6513007	2
"1280"	"Winter"	"lane"	"Dark-eyed Junco"	158714	6513007	2
"1281"	"Winter"	"lane"	"Green-winged Teal"	137458	6513007	2
"1282"	"Winter"	"lane"	"Mallard"	128881	6513007	2
"1283"	"Winter"	"lincoln"	"Surf Scoter"	252887	1833551	14
"1284"	"Winter"	"lincoln"	"Common Murre"	236193	1833551	13
"1285"	"Winter"	"lincoln"	"American Wigeon"	122214	1833551	7
"1286"	"Winter"	"lincoln"	"Bufflehead"	102035	1833551	6
"1287"	"Winter"	"lincoln"	"Western Gull"	84699	1833551	5
"1288"	"Winter"	"lincoln"	"American Crow"	47220	1833551	3
"1289"	"Winter"	"lincoln"	"European Starling"	47297	1833551	3
"1290"	"Winter"	"lincoln"	"Northern Pintail"	50344	1833551	3
"1291"	"Winter"	"lincoln"	"Short-billed Gull"	54527	1833551	3
"1292"	"Winter"	"lincoln"	"Brant"	43544	1833551	2
"1293"	"Winter"	"linn"	"Cackling Goose"	701270	2289070	31
"1294"	"Winter"	"linn"	"European Starling"	436101	2289070	19
"1295"	"Winter"	"linn"	"Tundra Swan"	217851	2289070	10
"1296"	"Winter"	"linn"	"Dunlin"	139972	2289070	6
"1297"	"Winter"	"linn"	"American Wigeon"	95160	2289070	4
"1298"	"Winter"	"linn"	"American Robin"	47163	2289070	2
"1299"	"Winter"	"linn"	"Green-winged Teal"	36175	2289070	2
"1300"	"Winter"	"linn"	"Mallard"	38592	2289070	2
"1301"	"Winter"	"linn"	"Red-winged Blackbird"	36360	2289070	2
"1302"	"Winter"	"linn"	"American Pipit"	21673	2289070	1
"1303"	"Winter"	"malheur"	"Snow Goose"	26883	85543	31
"1304"	"Winter"	"malheur"	"Canada Goose"	5885	85543	7
"1305"	"Winter"	"malheur"	"Common Goldeneye"	6340	85543	7
"1306"	"Winter"	"malheur"	"Mallard"	5741	85543	7
"1307"	"Winter"	"malheur"	"European Starling"	5495	85543	6
"1308"	"Winter"	"malheur"	"American Coot"	3416	85543	4
"1309"	"Winter"	"malheur"	"Red-winged Blackbird"	3820	85543	4
"1310"	"Winter"	"malheur"	"American Wigeon"	1757	85543	2
"1311"	"Winter"	"malheur"	"Rock Pigeon"	1451	85543	2
"1312"	"Winter"	"malheur"	"American Robin"	902	85543	1
"1313"	"Winter"	"marion"	"Cackling Goose"	1334207	2771326	48
"1314"	"Winter"	"marion"	"Northern Pintail"	163115	2771326	6
"1315"	"Winter"	"marion"	"American Wigeon"	106476	2771326	4
"1316"	"Winter"	"marion"	"European Starling"	102914	2771326	4
"1317"	"Winter"	"marion"	"Green-winged Teal"	104474	2771326	4
"1318"	"Winter"	"marion"	"Canada Goose"	90117	2771326	3
"1319"	"Winter"	"marion"	"Mallard"	89980	2771326	3
"1320"	"Winter"	"marion"	"American Coot"	53669	2771326	2
"1321"	"Winter"	"marion"	"American Robin"	55401	2771326	2
"1322"	"Winter"	"marion"	"Dark-eyed Junco"	49882	2771326	2
"1323"	"Winter"	"morrow"	"Snow Goose"	551188	998543	55
"1324"	"Winter"	"morrow"	"Mallard"	119089	998543	12
"1325"	"Winter"	"morrow"	"American Coot"	98374	998543	10
"1326"	"Winter"	"morrow"	"Northern Pintail"	59551	998543	6
"1327"	"Winter"	"morrow"	"Canada Goose"	38838	998543	4
"1328"	"Winter"	"morrow"	"American Crow"	17161	998543	2
"1329"	"Winter"	"morrow"	"Red-winged Blackbird"	18107	998543	2
"1330"	"Winter"	"morrow"	"American Wigeon"	9097	998543	1
"1331"	"Winter"	"morrow"	"Brewer's Blackbird"	10925	998543	1
"1332"	"Winter"	"morrow"	"European Starling"	14468	998543	1
"1333"	"Winter"	"multnomah"	"Cackling Goose"	1875624	7274040	26
"1334"	"Winter"	"multnomah"	"American Crow"	996573	7274040	14
"1335"	"Winter"	"multnomah"	"Snow Goose"	520273	7274040	7
"1336"	"Winter"	"multnomah"	"Mallard"	265806	7274040	4
"1337"	"Winter"	"multnomah"	"American Robin"	184497	7274040	3
"1338"	"Winter"	"multnomah"	"Canada Goose"	217862	7274040	3
"1339"	"Winter"	"multnomah"	"European Starling"	251752	7274040	3
"1340"	"Winter"	"multnomah"	"Lesser Scaup"	215373	7274040	3
"1341"	"Winter"	"multnomah"	"American Wigeon"	138389	7274040	2
"1342"	"Winter"	"multnomah"	"Dark-eyed Junco"	176575	7274040	2
"1343"	"Winter"	"polk"	"Cackling Goose"	1500882	2997553	50
"1344"	"Winter"	"polk"	"European Starling"	191479	2997553	6
"1345"	"Winter"	"polk"	"Northern Pintail"	181616	2997553	6
"1346"	"Winter"	"polk"	"American Coot"	120938	2997553	4
"1347"	"Winter"	"polk"	"Mallard"	127888	2997553	4
"1348"	"Winter"	"polk"	"American Robin"	75154	2997553	3
"1349"	"Winter"	"polk"	"Canada Goose"	62625	2997553	2
"1350"	"Winter"	"polk"	"Dark-eyed Junco"	45061	2997553	2
"1351"	"Winter"	"polk"	"Green-winged Teal"	72866	2997553	2
"1352"	"Winter"	"polk"	"Northern Shoveler"	64912	2997553	2
"1353"	"Winter"	"sherman"	"American Coot"	43046	182232	24
"1354"	"Winter"	"sherman"	"Canada Goose"	20232	182232	11
"1355"	"Winter"	"sherman"	"Lesser Scaup"	11753	182232	6
"1356"	"Winter"	"sherman"	"American Goldfinch"	4967	182232	3
"1357"	"Winter"	"sherman"	"American Wigeon"	6314	182232	3
"1358"	"Winter"	"sherman"	"Bufflehead"	5345	182232	3
"1359"	"Winter"	"sherman"	"Common Goldeneye"	5569	182232	3
"1360"	"Winter"	"sherman"	"Dark-eyed Junco"	5338	182232	3
"1361"	"Winter"	"sherman"	"European Starling"	5677	182232	3
"1362"	"Winter"	"sherman"	"California Gull"	3229	182232	2
"1363"	"Winter"	"tillamook"	"American Wigeon"	308039	2126254	14
"1364"	"Winter"	"tillamook"	"European Starling"	294170	2126254	14
"1365"	"Winter"	"tillamook"	"Cackling Goose"	131029	2126254	6
"1366"	"Winter"	"tillamook"	"Northern Pintail"	126019	2126254	6
"1367"	"Winter"	"tillamook"	"Bufflehead"	110509	2126254	5
"1368"	"Winter"	"tillamook"	"Surf Scoter"	98197	2126254	5
"1369"	"Winter"	"tillamook"	"Canada Goose"	75244	2126254	4
"1370"	"Winter"	"tillamook"	"Mallard"	84714	2126254	4
"1371"	"Winter"	"tillamook"	"Glaucous-winged Gull"	62993	2126254	3
"1372"	"Winter"	"tillamook"	"American Crow"	48515	2126254	2
"1373"	"Winter"	"umatilla"	"Snow Goose"	360195	1289749	28
"1374"	"Winter"	"umatilla"	"Mallard"	111382	1289749	9
"1375"	"Winter"	"umatilla"	"American Coot"	106948	1289749	8
"1376"	"Winter"	"umatilla"	"American Wigeon"	104027	1289749	8
"1377"	"Winter"	"umatilla"	"European Starling"	104618	1289749	8
"1378"	"Winter"	"umatilla"	"Canada Goose"	74330	1289749	6
"1379"	"Winter"	"umatilla"	"Cackling Goose"	23498	1289749	2
"1380"	"Winter"	"umatilla"	"Northern Pintail"	21358	1289749	2
"1381"	"Winter"	"umatilla"	"Red-winged Blackbird"	29749	1289749	2
"1382"	"Winter"	"umatilla"	"Ring-billed Gull"	31397	1289749	2
"1383"	"Winter"	"union"	"Mallard"	93086	728630	13
"1384"	"Winter"	"union"	"Canada Goose"	84902	728630	12
"1385"	"Winter"	"union"	"European Starling"	85434	728630	12
"1386"	"Winter"	"union"	"Dark-eyed Junco"	44101	728630	6
"1387"	"Winter"	"union"	"Red-winged Blackbird"	44996	728630	6
"1388"	"Winter"	"union"	"Brewer's Blackbird"	18992	728630	3
"1389"	"Winter"	"union"	"Greater White-fronted Goose"	20043	728630	3
"1390"	"Winter"	"union"	"Horned Lark"	19104	728630	3
"1391"	"Winter"	"union"	"House Finch"	19763	728630	3
"1392"	"Winter"	"union"	"House Sparrow"	21936	728630	3
"1393"	"Winter"	"wallowa"	"Mallard"	39881	248365	16
"1394"	"Winter"	"wallowa"	"Canada Goose"	29053	248365	12
"1395"	"Winter"	"wallowa"	"Gray-crowned Rosy-Finch"	22170	248365	9
"1396"	"Winter"	"wallowa"	"European Starling"	18733	248365	8
"1397"	"Winter"	"wallowa"	"Horned Lark"	11903	248365	5
"1398"	"Winter"	"wallowa"	"American Robin"	10986	248365	4
"1399"	"Winter"	"wallowa"	"Dark-eyed Junco"	8816	248365	4
"1400"	"Winter"	"wallowa"	"Black-billed Magpie"	8026	248365	3
"1401"	"Winter"	"wallowa"	"Bohemian Waxwing"	8529	248365	3
"1402"	"Winter"	"wallowa"	"House Sparrow"	7982	248365	3
"1403"	"Winter"	"wasco"	"American Coot"	99703	369992	27
"1404"	"Winter"	"wasco"	"American Wigeon"	33326	369992	9
"1405"	"Winter"	"wasco"	"Canada Goose"	33093	369992	9
"1406"	"Winter"	"wasco"	"California Gull"	14651	369992	4
"1407"	"Winter"	"wasco"	"Dark-eyed Junco"	13961	369992	4
"1408"	"Winter"	"wasco"	"Ring-necked Duck"	13070	369992	4
"1409"	"Winter"	"wasco"	"European Starling"	12258	369992	3
"1410"	"Winter"	"wasco"	"Lesser Scaup"	12933	369992	3
"1411"	"Winter"	"wasco"	"American Robin"	8484	369992	2
"1412"	"Winter"	"wasco"	"Mallard"	6774	369992	2
"1413"	"Winter"	"washington"	"Cackling Goose"	1883501	6165681	31
"1414"	"Winter"	"washington"	"Northern Pintail"	763843	6165681	12
"1415"	"Winter"	"washington"	"American Wigeon"	296140	6165681	5
"1416"	"Winter"	"washington"	"Green-winged Teal"	288616	6165681	5
"1417"	"Winter"	"washington"	"Mallard"	318362	6165681	5
"1418"	"Winter"	"washington"	"Canada Goose"	269233	6165681	4
"1419"	"Winter"	"washington"	"Dark-eyed Junco"	154402	6165681	3
"1420"	"Winter"	"washington"	"American Coot"	149268	6165681	2
"1421"	"Winter"	"washington"	"American Crow"	110214	6165681	2
"1422"	"Winter"	"washington"	"American Robin"	129917	6165681	2
"1423"	"Winter"	"wheeler"	"American Robin"	3344	19329	17
"1424"	"Winter"	"wheeler"	"Canada Goose"	2389	19329	12
"1425"	"Winter"	"wheeler"	"Wild Turkey"	1633	19329	8
"1426"	"Winter"	"wheeler"	"Dark-eyed Junco"	1320	19329	7
"1427"	"Winter"	"wheeler"	"European Starling"	1316	19329	7
"1428"	"Winter"	"wheeler"	"House Sparrow"	772	19329	4
"1429"	"Winter"	"wheeler"	"Ring-necked Duck"	774	19329	4
"1430"	"Winter"	"wheeler"	"Mallard"	627	19329	3
"1431"	"Winter"	"wheeler"	"Red-winged Blackbird"	561	19329	3
"1432"	"Winter"	"wheeler"	"California Quail"	421	19329	2
"1433"	"Winter"	"yamhill"	"Cackling Goose"	38133	257628	15
"1434"	"Winter"	"yamhill"	"European Starling"	23915	257628	9
"1435"	"Winter"	"yamhill"	"American Robin"	18147	257628	7
"1436"	"Winter"	"yamhill"	"Dark-eyed Junco"	16021	257628	6
"1437"	"Winter"	"yamhill"	"Northern Shoveler"	14732	257628	6
"1438"	"Winter"	"yamhill"	"Canada Goose"	9815	257628	4
"1439"	"Winter"	"yamhill"	"American Coot"	7828	257628	3
"1440"	"Winter"	"yamhill"	"Green-winged Teal"	7492	257628	3
"1441"	"Winter"	"yamhill"	"Lesser Scaup"	7329	257628	3
"1442"	"Winter"	"yamhill"	"American Wigeon"	6334	257628	2
